ID,Count
18288,479.6257887952647
18289,372.1459484076047
18290,357.35259354534367
18291,308.51441279850303
18292,300.4433006366351
18293,311.9679654654564
18294,318.85315649344926
18295,370.7019863218508
18296,374.9146509407236
18297,424.3722056462358
18298,578.5690699268255
18299,631.2859449476194
18300,583.6816064213983
18301,485.09762101601876
18302,462.2524889651959
18303,431.74023030591104
18304,414.19732967732097
18305,412.8338108366645
18306,426.0282926888731
18307,501.43668631910697
18308,474.7304078499068
18309,505.6303658386056
18310,602.5211305168322
18311,633.389315845391
18312,582.4015770749435
18313,480.21577602289176
18314,457.31377643975617
18315,421.67693712058843
18316,404.672065397613
18317,404.6578912708753
18318,415.51382038396196
18319,485.2700427666884
18320,463.8159797489521
18321,497.6038396340371
18322,605.1480758520815
18323,639.7072409664116
18324,588.8116155676453
18325,486.8189520915713
18326,463.4588289829774
18327,428.4159175505595
18328,410.9237967020245
18329,410.29934875958793
18330,421.3107077820705
18331,491.91041678318805
18332,469.1644169184202
18333,502.15426357502355
18334,607.3824683549724
18335,641.0269456737113
18336,589.9487231133145
18337,487.7697958840957
18338,464.3673413594747
18339,429.08667679935047
18340,411.58322586690457
18341,410.9826119835045
18342,421.87560053790094
18343,492.2291720448393
18344,469.6684907027473
18345,502.7527473052287
18346,608.3828566675857
18347,642.1569867190483
18348,591.0683532467294
18349,488.8843889780085
18350,465.4525291844618
18351,430.18499174134587
18352,412.65314389003714
18353,412.020211050188
18354,422.9118388825403
18355,493.29187000883525
18356,470.6742892321516
18357,503.72168644928195
18358,609.2557455202615
18359,642.9894583395027
18360,591.8896565172216
18361,489.69477649508354
18362,466.25802208061106
18363,430.97822181592255
18364,413.44331065787776
18365,412.8089590428421
18366,423.6938071107965
18367,494.0622422075822
18368,471.45023373753753
18369,504.4997973583375
18370,610.0482771907091
18371,643.785836479295
18372,592.6844946534135
18373,490.488398719374
18374,467.04957089782926
18375,431.76946219479385
18376,414.23269081336673
18377,413.5963986538667
18378,424.48059103527515
18379,494.8495251860904
18380,472.23478957525316
18381,505.2824632770861
18382,610.8267677938145
18383,644.5623803791892
18384,593.4602783051859
18385,491.263464024616
18386,467.8241835677913
18387,432.5433581973127
18388,415.0062554813447
18389,414.3697177039239
18390,425.2534724209468
18391,495.6217964117462
18392,473.00714155225364
18393,506.0547757841243
18394,611.5995354722952
18395,645.3351983150569
18396,594.2329446124262
18397,492.03600052660545
18398,468.59656468818497
18399,433.31566074113323
18400,415.77842500528845
18401,415.1417570077921
18402,426.0254374310134
18403,496.39373739938065
18404,473.77893591568045
18405,506.826460385286
18406,612.3710239064659
18407,646.1065814543169
18408,595.0042720031324
18409,492.80727639158334
18410,469.3678018007917
18411,434.08685079817536
18412,416.54958504845746
18413,415.9128921015561
18414,426.796541541202
18415,497.16480510940926
18416,474.5499956477743
18417,507.5975085202367
18418,613.1420809094211
18419,646.877632292809
18420,595.7753095441503
18421,493.57830222433887
18422,470.138815576514
18423,434.85785613131344
18424,417.3205803297808
18425,416.6838779212525
18426,427.5675205321795
18427,497.93577963898974
18428,475.3209612418741
18429,508.36846694482904
18430,613.913029048452
18431,647.6485739778439
18432,596.5462469550903
18433,494.34923573464425
18434,470.90974587545753
18435,435.6287830601998
18436,418.0915047105033
18437,417.4548000893202
18438,428.3384403727922
18439,498.7066970494287
18440,476.0918774399895
18441,509.13938187772
18442,614.6839436020277
18443,648.4194876331367
18444,597.3171594967488
18445,495.1201472840301
18446,471.68065647181055
18447,436.3996928934368
18448,418.8624137602354
18449,418.22570841742856
18450,429.10934811768806
18451,499.4776043356043
18452,476.86278411960234
18453,509.91028804566525
18454,615.4548491585596
18455,649.1903927496218
18456,598.0880642775084
18457,495.89105176045376
18458,472.4515606860517
18459,437.17059685278343
18460,419.63331750921367
18461,418.9966119802111
18462,429.8802514996346
18463,500.24850754156574
18464,477.63368720550847
18465,510.68119101664337
18466,616.2257520559613
18467,649.9612955588696
18468,598.8589669953898
18469,496.66195439648175
18470,473.2224632460357
18471,437.94149934803715
18472,420.40421994239244
18473,419.7675143568631
18474,430.65115382800934
18475,501.01940982908576
18476,478.4045894486282
18477,511.4520932211429
18478,616.9966542197575
18479,650.7321976903643
18480,599.6298691001812
18481,497.43285647714947
18482,473.99336530544895
18483,438.71240138757247
18484,421.1751219647832
18485,420.538416363944
18486,431.42205582078674
18487,501.7903118084667
18488,479.17549141745843
18489,512.2229951802046
18490,617.7675561712007
18491,651.503099634086
18492,600.4007710364787
18493,498.20375840677855
18494,474.7642672289818
18495,439.48330330576357
18496,421.94602387801547
18497,421.3093182726865
18498,432.19295772558974
18499,502.56121370982555
18500,479.9463933154166
18501,512.9938970751543
18502,618.5384580632083
18503,652.2740015236155
18504,601.1716729238709
18505,498.97466029224324
18506,475.5351691127293
18507,440.2542051879358
18508,422.716925758799
18509,422.0802201522247
18510,432.96385960398624
18511,503.33211558717375
18512,480.7172951918804
18513,513.7647989508113
18514,619.309359938185
18515,653.044903397946
18516,601.9425747976009
18517,499.74556216543317
18518,476.3060709854293
18519,441.0251070602005
18520,423.48782763066595
18521,422.8511220237325
18522,433.73476147517476
18523,504.10301745807885
18524,481.4881970625185
18525,514.5357008212111
18526,620.0802618083611
18527,653.8158052679273
18528,602.7134766674105
18529,500.51646403508823
18530,477.07697285494584
18531,441.7960089295912
18532,424.25872949994454
18533,423.6220238929103
18534,434.50566334426105
18535,504.8739193270819
18536,482.259098931449
18537,515.3066026900758
18538,620.8511636771684
18539,654.5867071366818
18540,603.4843785361165
18541,501.2873659037506
18542,477.84787472356885
18543,442.566910798179
18544,425.02963136850036
18545,424.3929257614373
18546,435.27656521276225
18547,505.64482119556004
18548,483.0300007999059
18549,516.0775045585137
18550,621.6220655455888
18551,655.3576090050866
18552,604.2552804045076
18553,502.0582677721292
18554,478.61877659193635
18555,443.33781266653637
18556,425.8005332368487
18557,425.16382762977753
18558,436.04746708109514
18559,506.4157230638863
18560,483.80090266822623
18561,516.8484064268287
18562,622.392967413899
18563,656.1285108733924
18564,605.0261822728096
18565,502.82916964042766
18566,479.38967846023155
18567,444.1087145348287
18568,426.57143510513845
18569,425.93472949806494
18570,436.81836894938044
18571,507.1866249321697
18572,484.57180453650795
18573,517.6193082951089
18574,623.163869282178
18575,656.8994127416702
18576,605.7970841410861
18577,503.60007150870314
18578,480.1605803285061
18579,444.8796164031025
18580,427.3423369734115
18581,426.7056313663373
18582,437.5892708176522
18583,507.95752680044103
18584,485.3427064047788
18585,518.3902101633794
18586,623.9347711504481
18587,657.67031460994
18588,606.5679860093556
18589,504.3709733769725
18590,480.9314821967753
18591,445.6505182713714
18592,428.1132388416802
18593,427.4765332346059
18594,438.36017268592065
18595,508.7284286687092
18596,486.1136082730469
18597,519.1611120316473
18598,624.7056730187159
18599,658.4412164782076
18600,607.3388878776232
18601,505.14187524523993
18602,481.7023840650426
18603,446.42142013963866
18604,428.8841407099474
18605,428.24743510287306
18606,439.13107455418776
18607,509.4993305369763
18608,486.88451014131385
18609,519.9320138999143
18610,625.4765748869828
18611,659.2121183464747
18612,608.1097897458902
18613,505.91277711350693
18614,482.4732859333096
18615,447.19232200790566
18616,429.6550425782144
18617,429.01833697114006
18618,439.90197642245477
18619,510.2702324052433
18620,487.6554120095809
18621,520.7029157681812
18622,626.2474767552497
18623,659.9830202147415
18624,608.8806916141571
18625,506.68367898177377
18626,483.2441878015764
18627,447.96322387617244
18628,430.42594444648114
18629,429.7892388394067
18630,440.6728782907214
18631,511.04113427350995
18632,488.4263138778475
18633,521.4738176364478
18634,627.0183786235164
18635,660.7539220830081
18636,609.6515934824237
18637,507.4545808500404
18638,484.015089669843
18639,448.73412574443904
18640,431.19684631474775
18641,430.5601407076733
18642,441.44378015898803
18643,511.81203614177656
18644,489.1972157461141
18645,522.2447195047145
18646,627.789280491783
18647,661.5248239512747
18648,610.4224953506903
18649,508.225482718307
18650,484.7859915381096
18651,449.50502761270565
18652,431.96774818301435
18653,431.33104257593993
18654,442.21468202725464
18655,512.5829380100432
18656,489.9681176143808
18657,523.0156213729812
18658,628.5601823600497
18659,662.2957258195414
18660,611.193397218957
18661,508.9963845865737
18662,485.55689340637633
18663,450.27592948097237
18664,432.73865005128107
18665,432.10194444420665
18666,442.98558389552136
18667,513.3538398783099
18668,490.7390194826475
18669,523.7865232412479
18670,629.3310842283164
18671,663.0666276878081
18672,611.9642990872237
18673,509.7672864548404
18674,486.32779527464305
18675,451.0468313492391
18676,433.5095519195478
18677,432.87284631247337
18678,443.7564857637881
18679,514.1247417465767
18680,491.5099213509142
18681,524.5574251095146
18682,630.1019860965831
18683,663.8375295560749
18684,612.7352009554904
18685,510.53818832310714
18686,487.09869714290977
18687,451.8177332175058
18688,434.2804537878145
18689,433.6437481807401
18690,444.5273876320548
18691,514.8956436148434
18692,492.28082321918095
18693,525.3283269777813
18694,630.8728879648498
18695,664.6084314243416
18696,613.5061028237571
18697,511.30909019137385
18698,487.8695990111765
18699,452.5886350857725
18700,435.0513556560812
18701,434.4146500490068
18702,445.2982895003215
18703,515.6665454831101
18704,493.05172508744766
18705,526.099228846048
18706,631.6437898331166
18707,665.3793332926083
18708,614.2770046920239
18709,512.0799920596405
18710,488.64050087944315
18711,453.3595369540392
18712,435.8222575243479
18713,435.1855519172735
18714,446.0691913685882
18715,516.4374473513767
18716,493.82262695571427
18717,526.8701307143147
18718,632.4146917013832
18719,666.1502351608749
18720,615.0479065602905
18721,512.8508939279071
18722,489.41140274770976
18723,454.1304388223058
18724,436.5931593926145
18725,435.9564537855401
18726,446.8400932368548
18727,517.2083492196433
18728,494.5935288239809
18729,527.6410325825813
18730,633.1855935696498
18731,666.9211370291415
18732,615.8188084285571
18733,513.6217957961737
18734,490.18230461597636
18735,454.9013406905724
18736,437.3640612608811
18737,436.7273556538067
18738,447.6109951051214
18739,517.9792510879099
18740,495.3644306922475
18741,528.4119344508479
18742,633.9564954379164
18743,667.6920388974081
18744,616.5897102968237
18745,514.3926976644403
18746,490.95320648424297
18747,455.672242558839
18748,438.1349631291477
18749,437.4982575220733
18750,448.381896973388
18751,518.7501529561765
18752,496.1353325605141
18753,529.1828363191145
18754,634.727397306183
18755,668.4629407656747
18756,617.3606121650903
18757,515.1635995327069
18758,491.7241083525096
18759,456.4431444271056
18760,438.9058649974143
18761,438.2691593903399
18762,449.1527988416546
18763,519.5210548244431
18764,496.9062344287807
18765,529.9537381873811
18766,635.4982991744496
18767,669.2338426339413
18768,618.1315140333569
18769,515.9345014009735
18770,492.4950102207762
18771,457.2140462953722
18772,439.6767668656809
18773,439.0400612586065
18774,449.9237007099212
18775,520.2919566927097
18776,497.6771362970473
18777,530.7246400556477
18778,636.2692010427162
18779,670.0047445022079
18780,618.9024159016235
18781,516.7054032692402
18782,493.2659120890428
18783,457.9849481636388
18784,440.4476687339475
18785,439.8109631268731
18786,450.6946025781878
18787,521.0628585609763
18788,498.4480381653139
18789,531.4955419239143
18790,637.0401029109828
18791,670.7756463704745
18792,619.6733177698901
